customer_id,total_orders,avg_order_value,total_spending,weekend_orders,late_night_orders,ordering_frequency,avg_rating_given
C00138,8,768.65125,6149.21,3,3,1.3333333333333333,3.2857142857142856
C00139,13,502.8476923076923,6537.0199999999995,2,2,2.6,3.75
C00140,8,657.245,5257.96,1,3,1.6,3.3333333333333335
C00141,8,518.15625,4145.25,3,2,1.6,4.25
C00142,9,640.2377777777779,5762.14,4,1,1.8,4.142857142857143
C00143,10,571.5550000000001,5715.55,1,4,2.0,3.2222222222222223
C00144,7,550.1785714285714,3851.25,3,3,1.4,3.6666666666666665
C00145,8,725.145,5801.16,2,1,1.6,3.1666666666666665
C00146,10,461.975,4619.75,3,1,2.0,3.8
C00147,7,542.3514285714285,3796.46,1,2,1.75,4.0
C00148,5,654.9,3274.5,2,1,1.6666666666666667,3.0
C00149,10,649.796,6497.96,5,2,2.0,4.428571428571429
C00150,5,468.4459999999999,2342.2299999999996,1,0,1.25,4.0
C00151,12,451.1333333333334,5413.6,4,1,2.4,3.5714285714285716
C00152,10,452.70199999999994,4527.0199999999995,3,3,2.5,4.333333333333333
C00153,8,613.035,4904.28,3,2,1.6,3.0
C00154,11,676.3018181818181,7439.32,3,1,2.2,3.857142857142857
C00155,7,599.46,4196.22,2,3,2.3333333333333335,4.5
C00156,12,555.1875,6662.25,5,1,2.0,3.4444444444444446
C00157,6,527.0383333333333,3162.23,0,2,1.5,4.0
C00158,7,634.0057142857142,4438.04,4,1,1.75,3.6
C00159,10,510.825,5108.25,4,3,2.5,3.857142857142857
C00160,7,918.4871428571429,6429.41,0,1,1.75,3.4
C00161,14,628.3678571428571,8797.15,6,3,2.3333333333333335,3.5384615384615383
C00162,8,242.19125,1937.53,2,1,2.0,3.5
C00163,9,538.2033333333334,4843.83,4,1,1.8,4.5
C00164,7,540.1671428571428,3781.17,6,2,1.1666666666666667,3.6666666666666665
C00165,14,495.67999999999995,6939.5199999999995,6,4,2.8,3.727272727272727
C00166,10,529.77,5297.7,3,1,1.6666666666666667,3.375
C00167,12,903.6941666666667,10844.33,7,4,2.4,3.111111111111111
C00168,12,388.6775,4664.13,4,2,2.4,3.7142857142857144
C00169,15,626.8913333333334,9403.37,5,6,2.5,3.5
C00170,7,944.2514285714286,6609.76,3,2,2.3333333333333335,4.285714285714286
C00171,12,602.8608333333333,7234.33,4,2,2.0,4.0
C00172,10,305.312,3053.12,3,0,2.5,4.0
C00173,5,664.738,3323.6900000000005,3,2,1.0,4.333333333333333
C00174,11,637.1009090909091,7008.11,6,4,2.2,4.333333333333333
C00175,7,575.2371428571429,4026.66,4,1,1.75,3.75
C00176,9,660.1833333333334,5941.650000000001,3,4,1.8,4.5
C00177,5,773.948,3869.74,1,1,2.5,4.25
C00178,11,699.9418181818182,7699.360000000001,4,5,1.8333333333333333,3.25
C00179,11,468.94545454545454,5158.4,4,1,1.8333333333333333,3.2857142857142856
C00180,11,448.5363636363636,4933.9,4,3,1.8333333333333333,2.75
C00181,9,434.77111111111105,3912.9399999999996,3,2,1.8,4.25
C00182,8,561.82,4494.56,3,3,1.6,4.0
C00183,12,568.9975000000001,6827.97,1,4,2.0,3.7142857142857144
C00184,7,563.5514285714286,3944.8599999999997,3,1,1.75,3.5
C00185,10,467.578,4675.78,4,0,2.0,3.0
C00186,11,520.0281818181818,5720.3099999999995,2,2,2.2,4.0
C00187,8,841.52375,6732.19,3,0,1.3333333333333333,3.25
C00188,9,498.29999999999995,4484.7,3,2,1.8,3.6666666666666665
C00189,8,692.1825,5537.46,1,2,1.6,4.0
C00190,6,494.0683333333333,2964.41,2,1,1.5,4.0
C00191,8,633.9712499999999,5071.7699999999995,3,4,1.6,3.5
C00192,5,454.576,2272.88,2,2,1.6666666666666667,4.0
C00193,3,385.7966666666666,1157.3899999999999,1,1,1.5,5.0
C00194,11,541.02,5951.22,5,0,2.2,3.8333333333333335
C00195,8,327.66625,2621.33,2,1,2.0,4.4
C00196,10,334.83000000000004,3348.3,4,4,2.0,3.888888888888889
C00197,8,605.70875,4845.67,2,2,1.6,4.0
C00198,12,1000.3208333333333,12003.85,3,5,2.0,4.166666666666667
C00199,13,567.5276923076924,7377.860000000001,8,2,2.6,3.857142857142857
C00200,12,452.49583333333334,5429.95,4,2,2.4,4.0
C00201,8,484.71750000000003,3877.7400000000002,1,2,1.3333333333333333,3.6666666666666665
C00202,8,616.01125,4928.09,2,2,1.6,3.3333333333333335
C00203,10,692.671,6926.71,4,3,1.6666666666666667,4.25
C00204,15,639.1746666666667,9587.62,4,5,3.0,4.375
C00205,13,581.8292307692308,7563.78,4,3,2.1666666666666665,4.0
C00206,13,613.6838461538462,7977.89,1,0,2.1666666666666665,4.285714285714286
C00207,11,616.1190909090909,6777.31,4,0,2.2,3.25
C00208,18,540.1405555555556,9722.53,6,8,3.6,4.0
C00209,9,541.1255555555556,4870.13,4,1,1.5,4.333333333333333
C00210,9,544.6066666666667,4901.46,7,1,1.8,4.666666666666667
C00211,12,446.2625,5355.15,3,4,2.4,3.0
C00212,16,563.329375,9013.27,5,6,3.2,3.6666666666666665
C00213,8,446.905,3575.24,4,1,2.0,4.0
C00214,8,534.2675,4274.14,5,2,1.6,4.8
C00215,8,465.36125,3722.89,4,1,2.0,4.0
C00216,10,500.061,5000.61,6,0,1.6666666666666667,4.142857142857143
C00217,14,688.8992857142857,9644.59,5,1,2.3333333333333335,3.7
C00218,6,565.9683333333334,3395.81,2,3,1.2,5.0
C00219,8,663.7049999999999,5309.639999999999,2,2,1.6,3.6
C00220,9,443.6477777777778,3992.83,4,2,1.5,3.3333333333333335
C00221,11,555.0190909090909,6105.21,4,5,2.2,3.4
C00222,9,438.82,3949.38,4,1,1.8,3.5714285714285716
C00223,11,665.5490909090909,7321.04,4,1,2.2,2.6666666666666665
C00224,8,478.74625,3829.97,1,1,1.6,3.25
C00225,15,511.888,7678.32,5,4,3.0,3.125
C00226,9,560.7422222222223,5046.68,4,2,1.8,3.125
C00227,12,597.9641666666666,7175.57,5,4,2.0,4.111111111111111
C00228,16,471.18874999999997,7539.0199999999995,10,5,2.6666666666666665,4.111111111111111
C00229,9,473.83000000000004,4264.47,2,2,1.5,3.4285714285714284
C00230,15,539.4346666666667,8091.52,4,3,2.5,4.25
C00231,14,516.0864285714285,7225.21,4,5,2.3333333333333335,3.909090909090909
C00232,10,397.25300000000004,3972.53,3,2,2.0,4.2
C00233,8,435.51375,3484.11,2,1,1.6,4.0
C00234,13,637.713076923077,8290.27,3,3,2.1666666666666665,3.142857142857143
C00235,7,377.5957142857143,2643.17,2,2,1.4,3.25
C00236,8,380.04499999999996,3040.3599999999997,3,0,1.6,4.0
C00237,11,547.8572727272727,6026.43,3,1,1.8333333333333333,3.2857142857142856
C00238,13,467.71384615384613,6080.28,6,2,2.1666666666666665,3.875
C00239,9,470.24111111111114,4232.17,3,1,2.25,4.285714285714286
C00240,14,519.7664285714285,7276.73,5,2,2.3333333333333335,3.4545454545454546
C00241,10,509.936,5099.36,4,1,1.6666666666666667,4.25
C00242,11,483.0718181818182,5313.79,5,2,2.2,3.5
C00243,11,660.0263636363636,7260.29,4,1,2.75,4.0
C00244,11,598.54,6583.94,3,0,1.8333333333333333,2.888888888888889
C00245,10,491.53999999999996,4915.4,4,4,2.5,4.6
C00246,10,419.021,4190.21,4,1,2.5,4.0
C00247,18,453.30833333333334,8159.55,4,5,3.0,3.857142857142857
C00248,13,472.1653846153846,6138.15,4,3,2.1666666666666665,4.111111111111111
C00249,7,714.5742857142858,5002.02,4,0,2.3333333333333335,3.8
C00250,9,585.7966666666666,5272.17,5,1,1.8,4.0
C00251,7,639.8328571428572,4478.83,3,1,1.4,4.666666666666667
C00252,6,691.2933333333334,4147.76,1,2,1.5,4.0
C00253,8,493.14750000000004,3945.1800000000003,4,3,2.0,4.333333333333333
C00254,4,844.6850000000001,3378.7400000000002,2,1,1.3333333333333333,2.0
C00255,8,513.5325,4108.26,4,1,1.6,4.714285714285714
C00256,10,554.462,5544.62,1,3,2.0,4.0
C00257,12,464.52666666666664,5574.32,4,2,2.4,4.5
C00258,10,495.312,4953.12,2,1,1.6666666666666667,4.0
C00259,15,727.3046666666667,10909.57,6,3,2.5,3.6363636363636362
C00260,14,718.3914285714285,10057.48,5,0,2.8,3.6
C00261,10,545.856,5458.5599999999995,6,2,3.3333333333333335,4.0
C00262,10,689.049,6890.49,3,1,2.0,4.166666666666667
C00263,7,394.57428571428574,2762.02,6,0,2.3333333333333335,4.0
C00264,12,561.5108333333334,6738.13,5,4,3.0,3.7
C00265,9,701.8711111111111,6316.84,8,1,1.8,3.6666666666666665
C00266,12,603.24,7238.88,6,3,2.0,3.75
C00267,13,424.63461538461536,5520.25,3,3,2.6,3.5
C00268,8,372.365,2978.92,2,5,2.0,3.0
C00269,12,561.8133333333334,6741.76,4,2,2.0,4.0
C00270,10,539.691,5396.91,6,2,2.0,4.666666666666667
C00271,11,545.9563636363637,6005.52,6,2,2.2,3.9
C00272,6,572.4499999999999,3434.7,2,1,1.5,4.0
C00273,11,713.2472727272727,7845.72,3,4,2.2,3.75
C00274,4,625.005,2500.02,1,0,1.0,4.666666666666667
C00275,5,502.384,2511.92,1,1,1.25,2.25
C00276,13,472.08230769230767,6137.07,10,4,2.6,3.7
C00277,9,603.9677777777778,5435.71,6,3,1.8,3.5
C00278,10,422.62700000000007,4226.27,4,3,2.0,4.166666666666667
C00279,7,788.9528571428572,5522.67,4,0,1.4,4.0
C00280,12,589.1491666666667,7069.79,6,1,2.4,4.222222222222222
C00281,4,1040.9450000000002,4163.780000000001,1,0,1.3333333333333333,4.0
C00282,7,524.6428571428571,3672.5,2,1,1.1666666666666667,4.25
C00283,8,758.8725,6070.98,5,0,2.0,3.0
C00284,11,790.2727272727273,8693.0,3,3,2.2,3.5
C00285,12,434.93250000000006,5219.1900000000005,2,5,2.0,4.428571428571429
C00286,7,470.4114285714286,3292.88,3,2,1.75,4.4
C00287,6,575.6866666666666,3454.12,1,3,1.5,3.25
C00288,11,514.8418181818182,5663.26,3,1,2.2,4.0
C00289,7,664.2842857142857,4649.99,3,3,1.4,3.75
C00290,12,691.6716666666666,8300.06,3,2,2.4,3.0
C00291,17,607.7364705882353,10331.52,4,4,2.8333333333333335,4.142857142857143
C00292,11,395.83363636363634,4354.17,5,3,2.75,4.666666666666667
C00293,8,780.5325,6244.26,4,1,1.6,3.6
C00294,10,511.218,5112.18,2,3,2.5,4.0
C00295,4,499.135,1996.54,2,1,1.0,3.75
C00296,10,613.3309999999999,6133.3099999999995,4,2,1.6666666666666667,3.0
C00297,6,630.5083333333333,3783.0499999999997,4,2,1.2,3.75
C00298,8,566.405,4531.24,3,4,1.6,4.428571428571429
C00299,10,704.05,7040.5,3,2,2.5,4.625
C00300,15,608.4166666666666,9126.25,3,2,2.5,3.8
C00301,7,406.42571428571426,2844.98,2,2,1.75,4.0
C00302,11,501.83363636363634,5520.17,4,2,2.75,4.125
C00303,10,363.149,3631.49,5,5,2.0,4.0
C00304,15,579.7873333333333,8696.81,7,5,2.5,3.75
C00305,7,692.04,4844.28,2,1,2.3333333333333335,4.0
C00306,8,448.51874999999995,3588.1499999999996,3,1,2.0,4.285714285714286
C00307,7,590.8757142857143,4136.13,1,3,1.75,3.4
C00308,9,865.0311111111112,7785.280000000001,4,4,1.5,4.0
C00309,12,511.8025,6141.63,3,3,2.4,4.3
C00310,8,462.37375,3698.99,3,3,1.6,4.142857142857143
C00311,6,438.21166666666664,2629.27,2,0,1.2,1.4
C00312,6,348.1933333333333,2089.16,1,0,1.5,4.0
C00313,3,653.3566666666667,1960.07,1,1,1.5,4.5
C00314,10,811.692,8116.92,5,3,1.6666666666666667,3.2857142857142856
C00315,6,467.38333333333327,2804.2999999999997,5,1,3.0,4.25
C00316,10,784.848,7848.48,4,0,2.0,3.7142857142857144
C00317,10,519.5989999999999,5195.99,4,2,2.0,3.0
C00318,11,542.8781818181818,5971.66,3,2,2.2,4.285714285714286
C00319,9,613.6211111111111,5522.59,3,2,2.25,3.8
C00320,7,534.2871428571428,3740.01,3,3,1.4,3.3333333333333335
C00321,5,725.0899999999999,3625.45,2,0,1.25,3.5
C00322,11,619.1145454545455,6810.26,3,3,2.2,3.875
C00323,6,387.48333333333335,2324.9,1,3,1.5,3.25
C00324,7,594.3114285714286,4160.18,2,2,1.4,3.25
C00325,8,564.61875,4516.95,2,5,1.3333333333333333,4.2
C00326,6,719.195,4315.17,3,3,1.5,4.5
C00327,6,334.395,2006.37,3,0,3.0,4.6
C00328,14,614.8571428571429,8608.0,6,2,2.3333333333333335,3.3636363636363638
C00329,11,467.35181818181815,5140.87,2,3,2.2,3.7142857142857144
C00330,14,512.0728571428572,7169.02,4,3,2.8,4.0
C00331,9,655.3277777777778,5897.95,2,0,2.25,3.7142857142857144
C00332,13,638.8876923076924,8305.54,6,4,2.1666666666666665,3.2857142857142856
C00333,11,443.75909090909096,4881.35,6,0,1.8333333333333333,3.625
C00334,7,525.8728571428571,3681.11,3,0,1.75,4.333333333333333
C00335,12,584.1733333333333,7010.08,4,3,3.0,3.7777777777777777
C00336,12,462.2033333333334,5546.4400000000005,3,2,2.0,3.4
C00337,6,634.4416666666667,3806.65,1,1,1.2,4.0
C00338,8,488.1375,3905.1,4,1,2.6666666666666665,3.4
C00339,8,401.28875,3210.31,2,1,2.0,3.875
C00340,9,587.6333333333333,5288.7,4,3,1.8,4.5
C00341,14,499.5371428571429,6993.52,3,6,2.8,3.909090909090909
C00342,10,477.91400000000004,4779.14,3,3,2.0,3.8
C00343,10,458.18199999999996,4581.82,5,3,2.0,4.25
C00344,9,383.9088888888889,3455.18,2,0,1.8,3.8333333333333335
C00345,13,478.6823076923077,6222.87,7,3,2.1666666666666665,3.5
C00346,9,504.3377777777778,4539.04,4,2,1.5,4.333333333333333
C00347,9,496.04333333333335,4464.39,6,2,1.8,3.7142857142857144
C00348,5,536.806,2684.03,2,1,1.6666666666666667,2.3333333333333335
C00349,10,499.22299999999996,4992.23,1,1,1.6666666666666667,3.75
C00350,9,590.4888888888889,5314.400000000001,1,3,1.8,4.166666666666667
C00351,10,504.99899999999997,5049.99,3,3,2.0,4.142857142857143
C00352,5,696.966,3484.83,1,2,1.25,4.333333333333333
C00353,11,491.49090909090904,5406.4,3,3,1.8333333333333333,3.4285714285714284
C00354,12,450.71583333333336,5408.59,5,2,2.4,4.0
C00355,8,435.1925,3481.54,3,1,2.0,4.2
C00356,12,727.0075,8724.09,4,2,2.4,3.7
C00357,9,775.4177777777778,6978.76,4,0,1.8,3.6
C00358,10,457.229,4572.29,3,2,2.0,3.142857142857143
C00359,5,474.2,2371.0,0,2,1.6666666666666667,3.75
C00360,12,537.3883333333333,6448.66,4,6,2.0,4.333333333333333
C00361,12,640.2841666666667,7683.41,6,2,2.4,3.888888888888889
C00362,14,470.6671428571429,6589.34,5,6,2.3333333333333335,4.166666666666667
C00363,8,582.37875,4659.03,5,2,1.6,4.333333333333333
C00364,12,526.7875,6321.45,6,4,2.4,4.888888888888889
C00365,11,481.5245454545455,5296.77,4,0,1.8333333333333333,3.2857142857142856
C00366,8,731.765,5854.12,3,1,1.6,4.0
C00367,5,746.226,3731.13,2,0,1.25,4.0
C00368,9,761.531111111111,6853.78,3,4,2.25,3.1666666666666665
C00369,16,576.62125,9225.94,7,2,3.2,3.8
C00370,9,481.46777777777777,4333.21,5,1,1.8,3.0
C00371,9,380.0466666666667,3420.42,5,1,2.25,3.5714285714285716
C00372,3,402.2866666666667,1206.8600000000001,2,1,1.0,0.0
C00373,3,680.3933333333333,2041.1799999999998,0,2,1.0,3.3333333333333335
C00374,8,837.61375,6700.91,2,5,2.0,3.857142857142857
C00375,5,565.344,2826.7200000000003,2,0,1.25,5.0
C00376,12,625.9816666666667,7511.78,6,3,2.4,3.888888888888889
C00377,15,604.1906666666667,9062.86,5,2,2.5,3.5
C00378,7,549.4785714285714,3846.35,3,1,1.75,3.6666666666666665
C00379,7,581.1585714285713,4068.1099999999997,4,1,1.75,4.0
C00380,10,471.63599999999997,4716.36,1,5,2.0,4.555555555555555
C00381,8,706.25125,5650.01,2,3,1.6,4.0
C00382,8,384.99625,3079.97,3,2,2.0,4.4
C00383,7,814.4657142857143,5701.26,3,1,1.4,3.5
C00384,12,562.0908333333333,6745.09,3,5,2.0,4.1
C00385,7,560.6828571428572,3924.78,1,1,2.3333333333333335,4.4
C00386,10,532.614,5326.14,6,3,1.6666666666666667,4.0
C00387,11,435.52727272727276,4790.8,3,3,2.2,4.2
C00388,9,603.8511111111111,5434.66,5,1,1.8,4.571428571428571
C00389,8,462.1675,3697.34,2,3,1.6,4.5
C00390,13,641.6800000000001,8341.84,6,1,3.25,3.6666666666666665
C00391,6,638.6983333333334,3832.19,2,1,2.0,3.2
C00392,9,791.4100000000001,7122.6900000000005,3,2,2.25,4.25
C00393,11,661.7345454545455,7279.08,4,3,2.2,3.4
C00394,13,632.3384615384615,8220.4,8,4,2.1666666666666665,3.5454545454545454
C00395,7,742.3585714285715,5196.51,2,1,1.75,4.2
C00396,8,509.1675,4073.34,3,0,1.3333333333333333,4.0
C00397,9,640.0544444444445,5760.49,3,3,1.8,2.857142857142857
C00398,6,513.7883333333333,3082.73,1,0,1.5,4.333333333333333
C00399,8,610.06625,4880.53,4,0,2.0,4.4
C00400,9,587.8433333333334,5290.59,4,0,2.25,4.0
C00401,5,437.98999999999995,2189.95,1,1,1.25,2.3333333333333335
C00402,14,669.0714285714286,9367.0,4,2,2.8,4.0
C00403,13,740.1307692307693,9621.7,6,3,2.6,4.090909090909091
C00404,12,357.0391666666667,4284.47,5,3,2.0,3.7142857142857144
C00405,12,558.1933333333333,6698.32,3,3,2.0,4.5
C00406,9,677.4699999999999,6097.23,1,2,1.8,4.0
C00407,8,573.485,4587.88,2,3,2.0,4.333333333333333
C00408,14,587.5485714285714,8225.68,8,4,2.3333333333333335,4.222222222222222
C00409,10,310.479,3104.79,3,2,2.0,4.111111111111111
C00410,7,812.157142857143,5685.1,3,3,1.75,4.0
C00411,7,605.8514285714285,4240.96,3,2,1.75,3.0
C00412,15,638.7406666666667,9581.11,7,6,3.0,3.272727272727273
C00413,12,464.3908333333334,5572.6900000000005,5,3,3.0,3.3333333333333335
C00414,7,562.7028571428572,3938.92,2,0,1.75,4.0
C00415,9,703.6500000000001,6332.85,3,4,1.8,3.6666666666666665
C00416,10,698.122,6981.219999999999,3,2,1.6666666666666667,3.5
C00417,11,634.1181818181818,6975.3,6,3,2.2,3.25
C00418,8,497.47125,3979.77,1,2,1.6,4.0
C00419,8,724.765,5798.12,2,3,2.0,4.0
C00420,5,703.034,3515.17,2,1,1.25,2.75
C00421,13,598.6892307692308,7782.96,3,3,2.6,3.8181818181818183
